FATHID,CaseID,ITT,BOY,Cage1,CUSTSAT1,DAGE1,EDUC1,INCOME1,FTCKNOW2,HARSH2,INCONS2,POS2,HARSH3,INCONS3,POS3,ECBIN3T,ECBPRB3T,SDQPRO3
FTC005,3,0,1,6,5,45,5,5,9,3.45454545454545,2.66666666666667,4.13333333333333,2.45454545454545,2.77777777777778,4.2,46,54,9
FTC007,4,0,1,13,3,42,4,5,10,2.27272727272727,2.88888888888889,4.33333333333333,2,3,4.26666666666667,52,47,6
FTC011,6,1,1,3,2,40,3,6,12,2.18181818181818,2.55555555555556,5,2,3.22222222222222,4.6,57,49,6
FTC013,8,0,1,16,2,39,7,11,10,2.72727272727273,2.11111111111111,3.66666666666667,2.63636363636364,2.11111111111111,3.26666666666667,71,76,5
FTC019,10,0,1,3,5,28,3,3,8,1.54545454545455,3.44444444444444,5.2,2,2.22222222222222,4,53,41,9
FTC024,12,0,1,10,1,37,5,9,10,2,2.22222222222222,4.06666666666667,2.27272727272727,2.55555555555556,4,61,56,5
FTC026,13,0,0,7,5,35,5,9,9,2.36363636363636,2.44444444444444,4.53333333333333,2,2.66666666666667,4.93333333333333,43,45,9
FTC045,21,1,1,4,2,29,5,4,11,1.81818181818182,2.66666666666667,4.26666666666667,1.90909090909091,2.55555555555556,4.33333333333333,51,45,8
FTC047,23,1,0,9,2,46,3,6,11,1.36363636363636,2.66666666666667,4.53333333333333,1.63636363636364,3,3.86666666666667,55,54,9
FTC049,24,1,1,17,3,52,4,11,11,1,2.11111111111111,4.33333333333333,1,2,4.86666666666667,45,41,6
FTC060,30,0,1,7,1,45,4,5,10,1.27272727272727,2.33333333333333,4.46666666666667,1.45454545454545,2.66666666666667,4.73333333333333,46,51,10
FTC062,31,0,0,9,3,42,7,4,10,2.18181818181818,3,3.93333333333333,2,2.88888888888889,4,53,59,10
FTC070,34,0,0,12,5,41,3,1,11,1.45454545454545,2.55555555555556,3.66666666666667,1.18181818181818,2.66666666666667,4.26666666666667,38,49,10
FTC071,35,0,1,4,3,32,4,4,11,2.36363636363636,4,4.33333333333333,2.36363636363636,3.66666666666667,4.2,60,55,10
FTC072,36,1,1,4,4,33,5,4,9,1.72727272727273,2.88888888888889,4.53333333333333,1.54545454545455,2.33333333333333,4.6,51,49,10
FTC075,37,0,0,8,5,29,7,6,7,2.09090909090909,2.44444444444444,4.2,1.81818181818182,2.33333333333333,3.86666666666667,53,52,6
FTC083,40,1,1,13,3,41,3,5,7,1.72727272727273,3.33333333333333,4.06666666666667,1.36363636363636,1.88888888888889,5.53333333333333,45,49,10
FTC084,41,1,0,3,1,30,3,4,11,1.54545454545455,2.22222222222222,5.53333333333333,1.36363636363636,2.11111111111111,5.26666666666667,42,42,10
FTC086,42,0,1,8,5,40,5,3,8,2.27272727272727,3.44444444444444,4.13333333333333,2.36363636363636,3.33333333333333,4.13333333333333,69,76,10
FTC091,44,0,1,2,4,32,5,4,8,2.18181818181818,2.55555555555556,4,2.54545454545455,3,4.06666666666667,42,41,7
FTC094,46,1,1,6,5,49,9,1,11,1.45454545454545,1.88888888888889,4.4,1.36363636363636,2.33333333333333,5,36,41,10
FTC097,49,1,1,3,4,38,3,3,12,2.45454545454545,2.22222222222222,5,2.09090909090909,2.22222222222222,5.06666666666667,45,45,9
FTC098,50,0,1,13,4,55,3,4,10,3.81818181818182,3.66666666666667,3.4,2.18181818181818,2.88888888888889,3.06666666666667,73,88,4
FTC102,53,0,1,4,3,28,4,4,7,1.72727272727273,2.22222222222222,4.33333333333333,1.81818181818182,2.88888888888889,3.8,59,59,9
FTC103,54,0,1,2,2,27,3,3,11,2.18181818181818,2.88888888888889,5.26666666666667,2.36363636363636,2.77777777777778,4.2,47,41,9
FTC113,62,0,0,8,1,45,5,8,11,1.90909090909091,2,5.2,2,1.11111111111111,4.26666666666667,34,41,10
FTC115,63,0,0,4,3,38,4,2,10,2.09090909090909,2.55555555555556,4.13333333333333,2.27272727272727,2.55555555555556,3.8,56,46,8
FTC117,64,1,1,6,5,46,8,5,11,1.45454545454545,2.22222222222222,3.93333333333333,1.36363636363636,2.44444444444444,3.8,56,52,8
FTC118,65,0,0,8,5,31,4,2,9,2.36363636363636,2.44444444444444,3.13333333333333,2.72727272727273,2.77777777777778,3,60,72,9
FTC126,69,0,0,3,4,32,6,11,10,1.45454545454545,2.11111111111111,5.46666666666667,1.45454545454545,2.11111111111111,5.86666666666667,54,55,9
FTC129,71,1,1,8,4,47,5,5,11,2.54545454545455,3.11111111111111,3.26666666666667,2.45454545454545,3.55555555555556,3.73333333333333,54,60,9
FTC130,72,1,0,13,3,37,5,8,12,1.90909090909091,1.88888888888889,2.73333333333333,1.81818181818182,1.88888888888889,3.26666666666667,36,45,10
FTC131,73,0,1,11,3,50,4,7,9,2.09090909090909,2.66666666666667,4.13333333333333,1.90909090909091,2.33333333333333,3.73333333333333,54,46,6
FTC132,74,0,1,9,3,39,8,7,10,2.63636363636364,2.66666666666667,3.93333333333333,2.36363636363636,2.44444444444444,4.66666666666667,60,60,6
FTC135,76,1,1,11,2,43,3,9,13,1.81818181818182,2.22222222222222,3.73333333333333,1.63636363636364,2.44444444444444,3.86666666666667,57,55,9
FTC139,79,0,1,7,3,45,8,11,9,1.63636363636364,3,3.66666666666667,1.90909090909091,2.66666666666667,3.26666666666667,54,47,7
FTC140,80,0,0,11,5,32,3,2,8,2.81818181818182,2.44444444444444,3.93333333333333,2.90909090909091,2.55555555555556,4,40,41,10
FTC144,83,1,1,18,5,37,4,6,10,1,1.66666666666667,5.53333333333333,1.09090909090909,2.33333333333333,5.93333333333333,33,41,10
FTC145,84,1,1,18,3,46,7,7,13,2.36363636363636,2.11111111111111,4.53333333333333,1.90909090909091,2.11111111111111,4.73333333333333,42,52,9
FTC152,87,0,1,4,2,35,4,4,10,1.72727272727273,2,6.06666666666667,1.36363636363636,1.88888888888889,6.33333333333333,62,41,9
FTC154,88,1,1,2,5,42,4,11,11,1.36363636363636,1.33333333333333,6.66666666666667,1.63636363636364,2.22222222222222,6.66666666666667,39,42,10
FTC156,90,0,1,16,4,42,8,6,10,2.72727272727273,2.44444444444444,4.33333333333333,1.90909090909091,2.88888888888889,4,45,54,10
FTC157,91,0,1,9,2,43,3,2,7,1.36363636363636,1.77777777777778,4.06666666666667,1.18181818181818,1.77777777777778,4.06666666666667,40,41,10
FTC162,94,1,1,6,4,35,5,7,14,1.72727272727273,2.33333333333333,5.73333333333333,1.81818181818182,2,6.2,54,49,10
FTC173,100,1,1,12,4,39,3,2,14,1.72727272727273,2.55555555555556,5.6,1.90909090909091,3,5.33333333333333,63,67,1
FTC174,101,0,0,6,2,35,8,11,13,2.09090909090909,3,5.13333333333333,2.18181818181818,2.55555555555556,5.06666666666667,48,43,9
FTC176,102,1,0,7,2,43,4,4,12,1.45454545454545,2.22222222222222,5.93333333333333,1.36363636363636,2.11111111111111,6.13333333333333,48,43,10
FTC178,103,0,0,9,4,41,5,4,6,1.36363636363636,2.55555555555556,4.6,2,3,4.46666666666667,61,68,7
FTC185,109,0,1,8,1,30,4,2,10,2.09090909090909,2.44444444444444,5.13333333333333,2.18181818181818,2.88888888888889,4.8,45,47,9
FTC188,111,0,0,6,2,44,6,5,9,3.09090909090909,3.44444444444444,4.46666666666667,2.27272727272727,2.11111111111111,4.53333333333333,58,59,10
FTC192,112,1,0,3,5,41,3,5,11,2,2.55555555555556,3.4,1.63636363636364,2.11111111111111,4.2,46,42,10
FTC194,114,0,1,11,5,41,4,3,7,2.36363636363636,3.11111111111111,5,2.81818181818182,3.11111111111111,5,41,43,10
FTC196,115,1,0,7,4,38,4,3,14,2.18181818181818,2.66666666666667,5.06666666666667,2.36363636363636,2.88888888888889,5,53,58,10
FTC201,116,0,1,7,6,38,4,2,11,1.81818181818182,2.77777777777778,5,2.18181818181818,2.44444444444444,5.33333333333333,51,52,10
FTC202,117,0,0,9,5,47,4,5,10,1.90909090909091,3.22222222222222,4.46666666666667,1.90909090909091,2.66666666666667,5.2,36,41,10
FTC203,118,1,0,15,5,37,4,5,13,2.54545454545455,4.33333333333333,3.2,2.27272727272727,2.44444444444444,3.26666666666667,63,65,7
FTC206,119,0,0,6,2,35,3,5,6,1.81818181818182,2.44444444444444,3.33333333333333,1.81818181818182,2.44444444444444,3.33333333333333,51,41,10
FTC211,123,0,1,7,4,32,7,6,10,2.27272727272727,2.77777777777778,3.46666666666667,2,3.11111111111111,3.06666666666667,68,69,10
FTC212,124,0,0,8,3,40,5,4,13,1.81818181818182,2.33333333333333,4.66666666666667,2.18181818181818,2.55555555555556,4.53333333333333,44,41,10
FTC214,125,0,1,9,5,32,4,4,7,1.81818181818182,3,5.13333333333333,2.81818181818182,3.44444444444444,4.66666666666667,56,60,7
FTC219,129,1,0,4,5,26,4,6,10,2.45454545454545,3.22222222222222,5.33333333333333,2.18181818181818,1.77777777777778,5.73333333333333,38,41,8
FTC222,131,1,1,15,6,34,4,4,14,2.18181818181818,3.88888888888889,3.53333333333333,2,3.55555555555556,3.6,71,64,4
FTC223,132,1,1,6,1,44,3,3,10,1.54545454545455,2.22222222222222,3.8,1.81818181818182,2,3.66666666666667,39,41,10
FTC224,133,0,1,3,3,52,4,4,7,2,2,3.26666666666667,1.54545454545455,3,3.2,47,49,8
FTC225,134,0,0,8,3,46,5,7,11,2.72727272727273,3.88888888888889,2.73333333333333,3.45454545454545,3.33333333333333,2.93333333333333,66,62,7
FTC226,135,0,1,8,3,44,4,3,11,2.09090909090909,2.66666666666667,4.73333333333333,1.72727272727273,2.11111111111111,5.06666666666667,44,41,10
FTC229,137,0,0,12,4,38,3,4,8,1.81818181818182,2.55555555555556,4.13333333333333,2.09090909090909,2.66666666666667,3.46666666666667,50,68,2
FTC232,139,1,1,6,5,43,4,3,13,2.54545454545455,2.22222222222222,5.53333333333333,2,2.44444444444444,4.73333333333333,53,54,10
FTC233,140,0,0,6,3,33,3,2,10,1.81818181818182,2.88888888888889,3.26666666666667,2.18181818181818,2.88888888888889,3.73333333333333,56,52,7
FTC234,141,1,1,8,3,37,7,9,13,2.36363636363636,2.88888888888889,3.26666666666667,2.18181818181818,3,3.93333333333333,44,58,10
FTC237,143,0,0,9,5,48,4,3,9,1.45454545454545,2.66666666666667,4.2,2,3.33333333333333,4.06666666666667,34,41,10
FTC241,145,1,0,13,4,46,4,6,12,1.81818181818182,2.44444444444444,4.46666666666667,1.54545454545455,2.33333333333333,4.46666666666667,50,50,8
FTC242,146,1,0,8,5,34,4,9,12,1.54545454545455,2,4.73333333333333,2.27272727272727,2.22222222222222,4.93333333333333,56,54,10
FTC245,148,0,0,14,5,43,5,5,9,2.27272727272727,2.22222222222222,4.33333333333333,2.09090909090909,2.55555555555556,4.46666666666667,58,60,4
FTC246,149,1,0,7,5,42,4,4,13,2.36363636363636,2.33333333333333,3.53333333333333,1.81818181818182,2.88888888888889,3.86666666666667,54,56,4
FTC248,151,0,1,4,1,41,4,9,8,3,3,4.26666666666667,3.27272727272727,2.55555555555556,4.4,60,62,6
FTC250,153,1,1,6,5,27,4,4,9,2.81818181818182,2.66666666666667,4.86666666666667,2.18181818181818,2.33333333333333,4.93333333333333,48,43,9
FTC252,155,0,1,3,4,39,5,7,12,2.36363636363636,1.77777777777778,5.2,2.09090909090909,2.88888888888889,5.4,50,56,7
FTC255,157,1,0,3,4,34,4,3,11,2.18181818181818,2.66666666666667,4.86666666666667,2.09090909090909,2.77777777777778,4.33333333333333,54,49,8
FTC259,159,1,0,6,6,34,4,3,13,1.45454545454545,2.44444444444444,4.06666666666667,1.36363636363636,2.11111111111111,4.26666666666667,42,41,10
FTC260,160,1,0,4,2,34,5,4,11,1.27272727272727,1.66666666666667,5.06666666666667,1.18181818181818,1.55555555555556,5.2,38,41,10
FTC261,161,1,0,6,5,33,5,10,14,1.36363636363636,2.22222222222222,5.53333333333333,1.54545454545455,2.22222222222222,5.33333333333333,43,43,10
FTC266,164,1,0,7,4,43,4,7,11,1.90909090909091,1.77777777777778,4.4,1.63636363636364,2.55555555555556,4.86666666666667,48,49,9
FTC272,169,1,0,11,5,38,4,1,14,1.09090909090909,1.77777777777778,5.6,1.63636363636364,2,5.06666666666667,38,45,10
FTC274,170,1,1,8,3,38,5,3,14,1.72727272727273,2.11111111111111,4.33333333333333,1.45454545454545,2.11111111111111,4.13333333333333,53,47,5
FTC275,171,0,0,11,4,34,4,3,8,1.45454545454545,2.66666666666667,4.66666666666667,1.54545454545455,2.22222222222222,3.2,48,49,9
FTC276,172,0,1,7,2,39,4,5,8,2.72727272727273,3.88888888888889,3.8,2.36363636363636,4,3.73333333333333,70,77,8
FTC279,174,1,0,11,5,51,4,3,14,1.18181818181818,2,5.8,1.27272727272727,2.33333333333333,5.8,38,41,10
FTC281,175,1,1,8,5,35,5,9,12,3.72727272727273,4,3.46666666666667,2.72727272727273,2.11111111111111,4.33333333333333,50,67,7
FTC284,176,1,1,3,2,37,6,7,12,1.18181818181818,2,4.6,1.36363636363636,2.11111111111111,4.26666666666667,48,47,9
FTC286,178,1,1,10,2,44,3,2,10,1,2,5.26666666666667,1.09090909090909,2,5.6,42,41,8
FTC288,179,0,0,7,3,36,4,4,10,1.90909090909091,2.33333333333333,4.86666666666667,1.90909090909091,2.88888888888889,4.46666666666667,58,62,10
FTC291,182,0,1,8,3,36,4,7,10,1.27272727272727,2.66666666666667,5.06666666666667,1.18181818181818,2.22222222222222,4.73333333333333,44,43,10
FTC294,185,0,0,13,2,41,3,1,9,1,1.88888888888889,6.2,1.18181818181818,1.88888888888889,6.26666666666667,34,41,10
FTC295,186,0,1,4,6,33,4,4,7,1.54545454545455,2.44444444444444,4.06666666666667,1.90909090909091,2.55555555555556,3.6,53,45,8
FTC296,187,0,0,5,3,33,5,11,9,1.45454545454545,2,4.46666666666667,1.54545454545455,1.33333333333333,4.13333333333333,52,42,8
FTC298,189,1,0,8,4,33,4,11,9,3,3,3.2,2.45454545454545,3.33333333333333,3.93333333333333,50,51,9
FTC304,193,0,1,13,4,42,4,7,11,2.09090909090909,2.77777777777778,4.6,1.72727272727273,2.55555555555556,4.73333333333333,51,47,9
FTC305,194,1,0,5,4,40,4,3,13,2,2.55555555555556,4.4,1.72727272727273,2.44444444444444,4.13333333333333,49,50,10
FTC307,196,0,1,4,3,26,3,5,8,2.09090909090909,3,4.4,2.27272727272727,2.88888888888889,4.13333333333333,44,58,10
FTC313,200,0,1,8,5,47,3,5,7,1.90909090909091,2.11111111111111,5.53333333333333,1.81818181818182,2.11111111111111,4.8,46,41,8
FTC318,204,1,0,7,5,33,4,4,13,1.54545454545455,2.33333333333333,6.2,1.63636363636364,2.77777777777778,5.86666666666667,46,45,10
FTC320,206,1,0,3.5,2,33,4,3,12,1.18181818181818,2.11111111111111,5.86666666666667,1.27272727272727,2.11111111111111,5.33333333333333,45,45,9
FTC333,215,1,1,10,4,45,7,11,12,1.90909090909091,3.11111111111111,4.6,1.72727272727273,2.88888888888889,4.8,47,60,10
FTC340,220,1,1,8,1,31,4,5,9,1.63636363636364,2.33333333333333,4.86666666666667,1.27272727272727,1.44444444444444,5.26666666666667,40,50,10
FTC344,223,1,0,5,1,30,3,6,11,1.09090909090909,1.88888888888889,4.46666666666667,1.18181818181818,1.77777777777778,5.8,33,41,10
FTC347,225,0,0,4,3,37,3,2,9,1.72727272727273,3.55555555555556,4.2,1.54545454545455,2.44444444444444,4.2,48,46,10
FTC351,228,0,0,6,4,38,6,5,14,1.54545454545455,2.44444444444444,3.26666666666667,1.54545454545455,2.44444444444444,3.6,64,55,7
FTC353,229,1,0,9,3,42,5,3,14,1.45454545454545,1.88888888888889,5.13333333333333,1.45454545454545,1.77777777777778,5.6,36,42,10
FTC356,231,0,1,8,5,39,4,4,8,2.72727272727273,2.11111111111111,4.06666666666667,2.54545454545455,2.44444444444444,4.26666666666667,48,49,4
FTC359,232,1,1,5,5,40,4,6,11,2.36363636363636,2.88888888888889,3.86666666666667,1.90909090909091,2.44444444444444,4.6,55,60,10
FTC362,234,0,0,9,3,39,4,9,10,1.45454545454545,1.77777777777778,5.06666666666667,1.54545454545455,1.66666666666667,5.13333333333333,59,60,4
FTC363,235,0,1,4,3,38,7,6,11,1.45454545454545,2.44444444444444,3.2,1.45454545454545,2.11111111111111,4.33333333333333,54,59,6
FTC366,237,0,1,4,3,26,4,4,10,3.90909090909091,3.77777777777778,3.66666666666667,3.72727272727273,3.88888888888889,4.06666666666667,61,50,10
FTC370,238,1,0,3.5,5,36,5,8,13,2.54545454545455,2.77777777777778,3.4,2.63636363636364,2.55555555555556,3.8,60,71,9
FTC374,239,0,0,5,5,28,5,9,10,1.63636363636364,2.44444444444444,4.4,1.45454545454545,2.77777777777778,5.2,46,41,10
FTC375,240,0,0,7,3,34,3,4,11,1.72727272727273,2.44444444444444,5.06666666666667,2.09090909090909,2.77777777777778,4.53333333333333,34,41,9
FTC379,241,0,0,4,2,4,4,11,10,2.45454545454545,2.77777777777778,4.93333333333333,2.18181818181818,3.44444444444444,5.4,50,41,10
FTC380,242,0,1,13,2,41,3,4,11,1.18181818181818,2.22222222222222,3.4,1,1.66666666666667,4.26666666666667,38,41,10
FTC384,244,0,1,7,1,44,4,5,10,2.45454545454545,2.44444444444444,3.2,1.63636363636364,2.33333333333333,3.26666666666667,50,51,10
FTC390,246,0,1,18,4,37,3,3,11,1.45454545454545,2.44444444444444,5.66666666666667,1.09090909090909,2.22222222222222,4.8,33,41,10
FTC394,248,0,0,7,4,39,7,8,11,2.09090909090909,2.77777777777778,4.93333333333333,2.18181818181818,2.88888888888889,4.86666666666667,57,59,8
FTC395,249,0,1,5,5,32,3,1,9,1.54545454545455,2.22222222222222,3.93333333333333,2.09090909090909,2.33333333333333,3.8,44,42,7
FTC400,251,1,1,10,4,36,4,7,14,1.54545454545455,2.66666666666667,4.6,1.72727272727273,2.88888888888889,4.8,55,59,7
FTC402,252,1,1,4,1,43,7,7,12,1.90909090909091,2.22222222222222,4.4,1.81818181818182,1.88888888888889,5,66,55,6
FTC406,255,1,1,5,1,37,5,6,14,1.36363636363636,2,4.6,1.63636363636364,2.88888888888889,4.73333333333333,69,68,5
FTC416,262,0,1,8,2,28,5,4,10,2.81818181818182,3.22222222222222,5.2,3,2.88888888888889,4.6,49,41,8
FTC421,266,0,1,4,1,36,3,4,11,1.81818181818182,2.22222222222222,5.73333333333333,2.09090909090909,2.66666666666667,5.33333333333333,55,43,8
FTC422,267,1,1,6,2,39,3,5,10,2.72727272727273,2.88888888888889,3.66666666666667,4,3,4.13333333333333,71,75,6
FTC424,268,0,0,7,4,42,7,9,8,2.72727272727273,3.66666666666667,3.6,2,3.11111111111111,3.53333333333333,42,49,7
FTC427,269,1,0,11,3,43,5,9,10,1.90909090909091,2.33333333333333,3.6,1.27272727272727,2.22222222222222,3.8,45,52,9
FTC429,271,0,1,13,1,43,6,4,7,2.45454545454545,4.33333333333333,4.53333333333333,2,3,4.8,73,41,5
FTC431,272,1,0,6,3,45,8,5,11,2.63636363636364,3.11111111111111,5,2.72727272727273,3.44444444444444,4.6,56,58,8
FTC432,273,0,0,8,1,29,3,3,8,1.63636363636364,2.22222222222222,4,1.45454545454545,1.66666666666667,3.13333333333333,52,45,9
FTC433,274,1,1,11,3,40,5,11,12,1.27272727272727,2,5.86666666666667,1.09090909090909,2,5.86666666666667,37,41,10
FTC436,275,0,1,6,2,37,3,8,13,1.90909090909091,2.66666666666667,4.26666666666667,1.36363636363636,3.33333333333333,4.73333333333333,59,65,10
FTC442,279,1,0,7,3,31,3,3,8,1.09090909090909,1.44444444444444,5.13333333333333,1,1.44444444444444,5.66666666666667,44,41,9
FTC448,280,0,1,15,2,42,5,8,11,1.90909090909091,3.22222222222222,2.2,2.27272727272727,3,2.93333333333333,65,65,5
FTC453,282,0,0,7,4,39,4,11,10,1.72727272727273,2,4.26666666666667,1.18181818181818,1.88888888888889,4,41,41,10
FTC457,284,0,0,9,5,33,3,3,10,1.81818181818182,2,4.8,2.27272727272727,2.66666666666667,4.93333333333333,50,41,10
FTC460,285,0,1,2,4,30,7,11,8,3.18181818181818,3.77777777777778,4.73333333333333,3.36363636363636,4.22222222222222,4.93333333333333,55,51,10
FTC461,286,0,1,10,5,37,3,6,6,5.27272727272727,6.11111111111111,4.66666666666667,2.54545454545455,2,4.86666666666667,34,41,10
FTC463,287,0,1,6,2,31,5,5,9,1.81818181818182,2.88888888888889,5.8,1.45454545454545,2.77777777777778,5.53333333333333,59,52,10
FTC464,288,0,1,10,5,28,5,8,8,2.36363636363636,3.11111111111111,3.66666666666667,2.36363636363636,2.77777777777778,3.93333333333333,69,52,7
FTC465,289,0,1,9,4,35,4,6,9,2.18181818181818,3.11111111111111,4.13333333333333,2.18181818181818,3.22222222222222,4.06666666666667,53,50,9
FTC470,290,0,1,8,3,38,3,1,6,1.36363636363636,1.88888888888889,4.53333333333333,1.54545454545455,1.33333333333333,4.33333333333333,60,41,10
FTC471,291,1,1,8,5,39,4,6,13,1.90909090909091,2.22222222222222,5.4,1.63636363636364,2.44444444444444,6,52,49,9
FTC477,293,0,1,12,4,37,6,5,3,6.72727272727273,5.66666666666667,5.13333333333333,6.36363636363636,6.11111111111111,4.66666666666667,79,52,5
FTC482,294,0,1,13,1,37,7,6,6,3.09090909090909,2.88888888888889,4.26666666666667,3.72727272727273,3.77777777777778,3.46666666666667,90,88,4
FTC487,295,0,0,9,6,42,3,3,8,2,3.22222222222222,3.33333333333333,2.54545454545455,2.55555555555556,3.13333333333333,49,41,7
FTC489,296,0,0,9,5,25,3,6,7,1.27272727272727,3.44444444444444,5.4,1,3.22222222222222,5.4,35,41,10
FTC490,297,1,1,9,5,35,4,2,11,1.54545454545455,2.11111111111111,5.06666666666667,1,1.66666666666667,5.86666666666667,38,41,10
FTC497,298,1,0,9,5,52,5,5,10,1.36363636363636,3,4.13333333333333,1.18181818181818,2.11111111111111,4.86666666666667,48,43,10
FTC498,299,1,1,14,4,48,5,5,13,1.90909090909091,2.77777777777778,3.73333333333333,1.63636363636364,2.33333333333333,4.46666666666667,33,41,7
FTC499,300,0,1,6,5,32,5,10,7,1.54545454545455,2.66666666666667,4.46666666666667,1.72727272727273,2,4.8,47,43,10
FTC504,301,0,0,4,3,44,2,2,8,2.90909090909091,3.88888888888889,5.26666666666667,3.27272727272727,2.55555555555556,4.73333333333333,61,55,9
FTC508,304,0,0,10,4,50,4,5,9,2.63636363636364,2.33333333333333,3.73333333333333,2.63636363636364,2.33333333333333,3.66666666666667,56,62,10
FTC511,305,1,0,13,3,33,5,8,8,2.45454545454545,3.44444444444444,4.4,1.81818181818182,2.33333333333333,4.4,45,45,5
FTC512,306,0,1,8,5,32,3,5,8,2.36363636363636,2.55555555555556,4.8,2.36363636363636,2.66666666666667,4,42,45,10
FTC518,309,1,0,6,5,34,7,9,13,2.09090909090909,2.22222222222222,3.8,1.81818181818182,2.33333333333333,3.6,48,51,9
FTC523,312,0,0,8,4,46,4,5,9,1.72727272727273,3,3.4,1.72727272727273,2.55555555555556,3.2,55,54,7
FTC526,313,1,0,5,3,43,7,7,13,2.18181818181818,2.88888888888889,4.13333333333333,2.27272727272727,2.88888888888889,4.86666666666667,51,56,9
FTC528,314,0,0,11,3,35,4,11,9,1.18181818181818,3.22222222222222,5.6,1.36363636363636,2.22222222222222,5.33333333333333,35,41,10
FTC530,316,1,0,13,3,39,4,6,11,2.81818181818182,3.11111111111111,5.4,2.09090909090909,3.66666666666667,5,41,45,10
FTC533,317,1,1,7,5,39,5,6,14,1.36363636363636,2.33333333333333,4.86666666666667,1.27272727272727,2,4.66666666666667,55,51,8
